N,replicate,model,strict_mean,soft_mean
2000,40,Llama-3.2-3B,0.515,0.7521072
2000,40,Qwen2.5-0.5B,0.155,0.38959572
2000,40,Qwen2.5-1.5B,0.3255,0.57483363
2000,40,Qwen2.5-3B,0.495,0.7345464
2000,40,Qwen2.5-7B,0.608,0.8162503
2000,40,deepseek-v3,0.7695,0.9166953
2000,40,gemma-2-2b,0.5035,0.73756427
2000,40,gemma-2-9b,0.615,0.8037178
2000,40,llama3.1-405b,0.696,0.865388
2000,40,llama3.3-70b,0.72,0.88353074
2000,40,mistral-large,0.7105,0.88080853
2000,40,qwen2.5-72b,0.631,0.8129099
2000,41,Llama-3.1-8B,0.574,0.7894238
2000,41,Llama-3.2-1B,0.306,0.55961883
2000,41,Llama-3.2-3B,0.5035,0.7406253
2000,41,Qwen2.5-0.5B,0.165,0.39421934
2000,41,Qwen2.5-1.5B,0.322,0.5746216
2000,41,Qwen2.5-3B,0.484,0.71808547
2000,41,Qwen2.5-7B,0.6025,0.81157565
2000,41,deepseek-v3,0.7575,0.91124743
2000,41,gemma-2-2b,0.4975,0.7347316
2000,41,gemma-2-9b,0.594,0.7924989
2000,41,llama3.1-405b,0.6795,0.85810685
2000,41,llama3.3-70b,0.7085,0.88650465
2000,41,mistral-large,0.7125,0.88559425
2000,41,qwen2.5-72b,0.641,0.8172205
2000,42,Llama-3.1-8B,0.575,0.7939015
2000,42,Llama-3.2-1B,0.3075,0.56628156
2000,42,Llama-3.2-3B,0.5075,0.74397606
2000,42,Qwen2.5-0.5B,0.1525,0.39125302
2000,42,Qwen2.5-1.5B,0.336,0.5820915
2000,42,Qwen2.5-3B,0.502,0.73842734
2000,42,Qwen2.5-7B,0.601,0.81009376
2000,42,deepseek-v3,0.7555,0.9100931
2000,42,gemma-2-2b,0.502,0.73602027
2000,42,gemma-2-9b,0.5895,0.7925486
2000,42,llama3.1-405b,0.68,0.85622984
2000,42,llama3.3-70b,0.7055,0.8827746
2000,42,mistral-large,0.7065,0.88282144
2000,42,qwen2.5-72b,0.63,0.8077728
2000,43,Llama-3.1-8B,0.5645,0.7954468
2000,43,Llama-3.2-1B,0.307,0.5682418
2000,43,Llama-3.2-3B,0.501,0.7514775
2000,43,Qwen2.5-0.5B,0.1575,0.39817318
2000,43,Qwen2.5-1.5B,0.334,0.58142203
2000,43,Qwen2.5-3B,0.495,0.73477423
2000,43,Qwen2.5-7B,0.5995,0.81328386
2000,43,deepseek-v3,0.766,0.9148499
2000,43,gemma-2-2b,0.501,0.750196
2000,43,gemma-2-9b,0.604,0.80558574
2000,43,llama3.1-405b,0.6845,0.86451024
2000,43,llama3.3-70b,0.7115,0.8878697
2000,43,mistral-large,0.7115,0.890035
2000,43,qwen2.5-72b,0.64,0.81824213
2000,44,Llama-3.1-8B,0.5845,0.80656826
2000,44,Llama-3.2-1B,0.3115,0.5671101
2000,44,Llama-3.2-3B,0.519,0.75596607
2000,44,Qwen2.5-0.5B,0.159,0.40792927
2000,44,Qwen2.5-1.5B,0.3345,0.5947066
2000,44,Qwen2.5-3B,0.5025,0.74675846
2000,44,Qwen2.5-7B,0.6295,0.8351916
2000,44,deepseek-v3,0.7675,0.9162373
2000,44,gemma-2-2b,0.519,0.75642186
2000,44,gemma-2-9b,0.6085,0.80839425
2000,44,llama3.1-405b,0.7125,0.8774859
2000,44,llama3.3-70b,0.7325,0.8987589
2000,44,mistral-large,0.728,0.89866126
2000,44,qwen2.5-72b,0.6485,0.8275275
2000,45,Llama-3.1-8B,0.6095,0.8143662
2000,45,Llama-3.2-1B,0.3255,0.57923144
2000,45,Llama-3.2-3B,0.526,0.7577511
2000,45,Qwen2.5-0.5B,0.1665,0.40257815
2000,45,Qwen2.5-1.5B,0.339,0.58842766
2000,45,Qwen2.5-3B,0.5015,0.7373154
2000,45,Qwen2.5-7B,0.616,0.8241452
2000,45,deepseek-v3,0.7865,0.92117566
2000,45,gemma-2-2b,0.533,0.7596499
2000,45,gemma-2-9b,0.627,0.81482476
2000,45,llama3.1-405b,0.711,0.8725475
2000,45,llama3.3-70b,0.7355,0.89510274
2000,45,mistral-large,0.739,0.89693826
2000,45,qwen2.5-72b,0.66,0.82431877
2000,46,Llama-3.1-8B,0.5765,0.79274017
2000,46,Llama-3.2-1B,0.312,0.5683614
2000,46,Llama-3.2-3B,0.518,0.7440472
2000,46,Qwen2.5-0.5B,0.159,0.3982324
2000,46,Qwen2.5-1.5B,0.334,0.5796811
2000,46,Qwen2.5-3B,0.49,0.7292682
2000,46,Qwen2.5-7B,0.6165,0.8210256
2000,46,deepseek-v3,0.772,0.9182335
2000,46,gemma-2-2b,0.5175,0.7419332
2000,46,gemma-2-9b,0.6005,0.79814225
2000,46,llama3.1-405b,0.681,0.8565564
2000,46,llama3.3-70b,0.703,0.88014305
2000,46,mistral-large,0.7185,0.8885007
2000,46,qwen2.5-72b,0.641,0.81254995
2000,47,Llama-3.1-8B,0.5795,0.797776
2000,47,Llama-3.2-1B,0.307,0.57615083
2000,47,Llama-3.2-3B,0.525,0.7590999
2000,47,Qwen2.5-0.5B,0.148,0.39115238
2000,47,Qwen2.5-1.5B,0.3405,0.5806826
2000,47,Qwen2.5-3B,0.501,0.73345023
2000,47,Qwen2.5-7B,0.6065,0.8132415
2000,47,deepseek-v3,0.7585,0.91139483
2000,47,gemma-2-2b,0.5045,0.74090904
2000,47,gemma-2-9b,0.59,0.7955989
2000,47,llama3.1-405b,0.672,0.8552712
2000,47,llama3.3-70b,0.714,0.88802004
2000,47,mistral-large,0.702,0.88216376
2000,47,qwen2.5-72b,0.6335,0.8105585
2000,48,Llama-3.1-8B,0.59,0.8034764
2000,48,Llama-3.2-1B,0.315,0.5800469
2000,48,Llama-3.2-3B,0.518,0.7517845
2000,48,Qwen2.5-0.5B,0.1685,0.40362573
2000,48,Qwen2.5-1.5B,0.332,0.5827221
2000,48,Qwen2.5-3B,0.5075,0.74174446
2000,48,Qwen2.5-7B,0.6115,0.81877023
2000,48,deepseek-v3,0.7645,0.91428477
2000,48,gemma-2-2b,0.5055,0.74458396
2000,48,gemma-2-9b,0.6065,0.8055864
2000,48,llama3.1-405b,0.669,0.85239583
2000,48,llama3.3-70b,0.7115,0.8860524
2000,48,mistral-large,0.7105,0.887859
2000,48,qwen2.5-72b,0.642,0.8127909
2000,49,Llama-3.1-8B,0.592,0.8057782
2000,49,Llama-3.2-1B,0.317,0.5775974
2000,49,Llama-3.2-3B,0.5285,0.7581243
2000,49,Qwen2.5-0.5B,0.162,0.40267947
2000,49,Qwen2.5-1.5B,0.333,0.585526
2000,49,Qwen2.5-3B,0.5145,0.742373
2000,49,Qwen2.5-7B,0.634,0.82368505
2000,49,deepseek-v3,0.777,0.9193821
2000,49,gemma-2-2b,0.518,0.74874073
2000,49,gemma-2-9b,0.6095,0.8041802
2000,49,llama3.1-405b,0.7005,0.8685415
2000,49,llama3.3-70b,0.728,0.89127654
2000,49,mistral-large,0.724,0.88984925
2000,49,qwen2.5-72b,0.644,0.8152494
3000,0,Llama-3.1-8B,0.58633333,0.7971028
3000,0,Llama-3.2-1B,0.32,0.5596441
3000,0,Llama-3.2-3B,0.529,0.75605565
3000,0,Qwen2.5-0.5B,0.15933333,0.3931475
3000,0,Qwen2.5-1.5B,0.342,0.58400357
3000,0,Qwen2.5-3B,0.5,0.7332184
3000,0,Qwen2.5-7B,0.6193333,0.8164738
3000,0,deepseek-v3,0.769,0.91529363
3000,0,gemma-2-2b,0.521,0.7464122
3000,0,gemma-2-9b,0.606,0.80292803
3000,0,llama3.1-405b,0.6996667,0.86833495
3000,0,llama3.3-70b,0.72366667,0.89205664
3000,0,mistral-large,0.727,0.8930989
3000,0,qwen2.5-72b,0.65066665,0.81950974
3000,1,Llama-3.1-8B,0.5876667,0.80123293
3000,1,Llama-3.2-1B,0.31766668,0.57912433
3000,1,Llama-3.2-3B,0.51766664,0.75198746
3000,1,Qwen2.5-0.5B,0.15833333,0.39868858
3000,1,Qwen2.5-1.5B,0.32866666,0.5798224
3000,1,Qwen2.5-3B,0.495,0.7303876
3000,1,Qwen2.5-7B,0.61766666,0.8176203
3000,1,deepseek-v3,0.764,0.9137429
3000,1,gemma-2-2b,0.506,0.7428605
3000,1,gemma-2-9b,0.60466665,0.8015025
3000,1,llama3.1-405b,0.692,0.8642229
3000,1,llama3.3-70b,0.717,0.8876672
3000,1,mistral-large,0.71466666,0.8871333
3000,1,qwen2.5-72b,0.63633335,0.8111464
3000,2,Llama-3.1-8B,0.59166664,0.80624616
3000,2,Llama-3.2-1B,0.315,0.5679637
3000,2,Llama-3.2-3B,0.514,0.7495192
3000,2,Qwen2.5-0.5B,0.16033334,0.39367238
3000,2,Qwen2.5-1.5B,0.334,0.5815966
3000,2,Qwen2.5-3B,0.5006667,0.7311693
3000,2,Qwen2.5-7B,0.618,0.8197269
3000,2,deepseek-v3,0.782,0.9187965
3000,2,gemma-2-2b,0.51166666,0.7434019
3000,2,gemma-2-9b,0.605,0.80121243
3000,2,llama3.1-405b,0.691,0.8634548
3000,2,llama3.3-70b,0.73,0.8921203
3000,2,mistral-large,0.72366667,0.89020693
3000,2,qwen2.5-72b,0.65133333,0.8172387
3000,3,Llama-3.1-8B,0.5966667,0.80393183
3000,3,Llama-3.2-1B,0.33633333,0.5868748
3000,3,Llama-3.2-3B,0.5313333,0.7614253
3000,3,Qwen2.5-0.5B,0.16466667,0.39993098
3000,3,Qwen2.5-1.5B,0.343,0.5913235
3000,3,Qwen2.5-3B,0.5003333,0.7323747
3000,3,Qwen2.5-7B,0.62366664,0.8176464
3000,3,deepseek-v3,0.772,0.91656965
3000,3,gemma-2-2b,0.5196667,0.75003695
3000,3,gemma-2-9b,0.6156667,0.8052399
3000,3,llama3.1-405b,0.69366664,0.86270803
3000,3,llama3.3-70b,0.72566664,0.88840383
3000,3,mistral-large,0.73233336,0.89384764
3000,3,qwen2.5-72b,0.65,0.8145055
3000,4,Llama-3.1-8B,0.5786667,0.7984543
3000,4,Llama-3.2-1B,0.31433332,0.5732634
3000,4,Llama-3.2-3B,0.5133333,0.7496175
3000,4,Qwen2.5-0.5B,0.16233334,0.39843202
3000,4,Qwen2.5-1.5B,0.33766666,0.58660984
3000,4,Qwen2.5-3B,0.512,0.7395237
3000,4,Qwen2.5-7B,0.6163333,0.8172797
3000,4,deepseek-v3,0.7683333,0.9143712
3000,4,gemma-2-2b,0.5093333,0.74339485
3000,4,gemma-2-9b,0.60466665,0.803313
3000,4,llama3.1-405b,0.6943333,0.8641896
3000,4,llama3.3-70b,0.72433335,0.8900655
3000,4,mistral-large,0.7176667,0.8880963
3000,4,qwen2.5-72b,0.64966667,0.81949884
3000,5,Llama-3.1-8B,0.5783333,0.8016832
3000,5,Llama-3.2-1B,0.319,0.57684654
3000,5,Llama-3.2-3B,0.511,0.75022167
3000,5,Qwen2.5-0.5B,0.15666667,0.39306644
3000,5,Qwen2.5-1.5B,0.33366665,0.5827217
3000,5,Qwen2.5-3B,0.5003333,0.7396073
3000,5,Qwen2.5-7B,0.60733336,0.8175134
3000,5,deepseek-v3,0.759,0.9145759
3000,5,gemma-2-2b,0.509,0.74213564
3000,5,gemma-2-9b,0.60066664,0.80193955
3000,5,llama3.1-405b,0.68,0.86081
3000,5,llama3.3-70b,0.717,0.89245665
3000,5,mistral-large,0.71533334,0.8913499
3000,5,qwen2.5-72b,0.641,0.8132954
3000,6,Llama-3.1-8B,0.584,0.7977516
3000,6,Llama-3.2-1B,0.32,0.5768734
3000,6,Llama-3.2-3B,0.5236667,0.75226337
3000,6,Qwen2.5-0.5B,0.15766667,0.3891357
3000,6,Qwen2.5-1.5B,0.32966667,0.58079976
3000,6,Qwen2.5-3B,0.49133334,0.72875464
3000,6,Qwen2.5-7B,0.61,0.81404257
3000,6,deepseek-v3,0.764,0.91215634
3000,6,gemma-2-2b,0.5083333,0.73657644
3000,6,gemma-2-9b,0.60866666,0.8036602
3000,6,llama3.1-405b,0.6843333,0.85468036
3000,6,llama3.3-70b,0.7176667,0.88454425
3000,6,mistral-large,0.71166664,0.8831587
3000,6,qwen2.5-72b,0.6383333,0.81018424
3000,7,Llama-3.1-8B,0.58133334,0.7982976
3000,7,Llama-3.2-1B,0.31233335,0.5742079
3000,7,Llama-3.2-3B,0.521,0.7518886
3000,7,Qwen2.5-0.5B,0.165,0.40030527
3000,7,Qwen2.5-1.5B,0.33633333,0.58616763
3000,7,Qwen2.5-3B,0.50166667,0.7340239
3000,7,Qwen2.5-7B,0.61333334,0.8140188
3000,7,deepseek-v3,0.76,0.91521305
3000,7,gemma-2-2b,0.5056667,0.73825115
3000,7,gemma-2-9b,0.60566664,0.8036514
3000,7,llama3.1-405b,0.6853333,0.8613369
3000,7,llama3.3-70b,0.7223333,0.8916154
3000,7,mistral-large,0.7163333,0.8899833
3000,7,qwen2.5-72b,0.638,0.8131122
3000,8,Llama-3.1-8B,0.58033335,0.80241317
3000,8,Llama-3.2-1B,0.31433332,0.5721828
3000,8,Llama-3.2-3B,0.51066667,0.7517602
3000,8,Qwen2.5-0.5B,0.15033333,0.3876877
3000,8,Qwen2.5-1.5B,0.33333334,0.5801786
3000,8,Qwen2.5-3B,0.49466667,0.7313506
3000,8,Qwen2.5-7B,0.61266667,0.81557363
3000,8,deepseek-v3,0.77433336,0.9153155
3000,8,gemma-2-2b,0.51133335,0.74987173
3000,8,gemma-2-9b,0.607,0.8093289
3000,8,llama3.1-405b,0.70033336,0.8680364
3000,8,llama3.3-70b,0.72966665,0.89472646
3000,8,mistral-large,0.7133333,0.8874955
3000,8,qwen2.5-72b,0.63633335,0.80903864
3000,9,Llama-3.1-8B,0.5826667,0.7985209
3000,9,Llama-3.2-1B,0.31666666,0.57726467
3000,9,Llama-3.2-3B,0.51033336,0.7454742
3000,9,Qwen2.5-0.5B,0.16133334,0.39076146
3000,9,Qwen2.5-1.5B,0.33033332,0.5759957
3000,9,Qwen2.5-3B,0.5006667,0.73240256
3000,9,Qwen2.5-7B,0.611,0.8118734
3000,9,deepseek-v3,0.77033335,0.9146828
3000,9,gemma-2-2b,0.51666665,0.74036264
3000,9,gemma-2-9b,0.6053333,0.7989946
3000,9,llama3.1-405b,0.68866664,0.85971856
3000,9,llama3.3-70b,0.71933335,0.8856262
3000,9,mistral-large,0.722,0.89036816
3000,9,qwen2.5-72b,0.64033335,0.8119056
3000,10,Llama-3.1-8B,0.58466667,0.8004179
3000,10,Llama-3.2-1B,0.31466666,0.57272446
3000,10,Llama-3.2-3B,0.5186667,0.75512046
3000,10,Qwen2.5-0.5B,0.14733334,0.38646317
3000,10,Qwen2.5-1.5B,0.334,0.584165
3000,10,Qwen2.5-3B,0.49533334,0.73177797
3000,10,Qwen2.5-7B,0.6113333,0.8182198
3000,10,deepseek-v3,0.759,0.91281545
3000,10,gemma-2-2b,0.508,0.74533546
3000,10,gemma-2-9b,0.60333335,0.8050539
3000,10,llama3.1-405b,0.69,0.86239576
3000,10,llama3.3-70b,0.716,0.8860863
3000,10,mistral-large,0.718,0.888728
3000,10,qwen2.5-72b,0.64566666,0.8171864
3000,11,Llama-3.1-8B,0.585,0.80064046
3000,11,Llama-3.2-1B,0.31766668,0.57106614
3000,11,Llama-3.2-3B,0.51766664,0.75143784
3000,11,Qwen2.5-0.5B,0.167,0.39800683
3000,11,Qwen2.5-1.5B,0.33566666,0.5844651
3000,11,Qwen2.5-3B,0.497,0.73358446
3000,11,Qwen2.5-7B,0.6196667,0.81960034
3000,11,deepseek-v3,0.77166665,0.91763633
3000,11,gemma-2-2b,0.5096667,0.743618
3000,11,gemma-2-9b,0.6113333,0.8058563
3000,11,llama3.1-405b,0.69733334,0.8667177
3000,11,llama3.3-70b,0.73366666,0.89456487
3000,11,mistral-large,0.725,0.8935529
3000,11,qwen2.5-72b,0.644,0.81539935
3000,12,Llama-3.1-8B,0.576,0.7934633
3000,12,Llama-3.2-1B,0.31333333,0.5665036
3000,12,Llama-3.2-3B,0.505,0.74513197
3000,12,Qwen2.5-0.5B,0.156,0.3873072
3000,12,Qwen2.5-1.5B,0.33133334,0.57991016
3000,12,Qwen2.5-3B,0.497,0.72908396
3000,12,Qwen2.5-7B,0.60966665,0.8117032
3000,12,deepseek-v3,0.768,0.91499823
3000,12,gemma-2-2b,0.498,0.7300717
3000,12,gemma-2-9b,0.58966666,0.791844
3000,12,llama3.1-405b,0.67866665,0.8543967
3000,12,llama3.3-70b,0.71466666,0.8850524
3000,12,mistral-large,0.702,0.88161117
3000,12,qwen2.5-72b,0.63766664,0.80638295
3000,13,Llama-3.1-8B,0.5833333,0.79827183
3000,13,Llama-3.2-1B,0.31133333,0.57123274
3000,13,Llama-3.2-3B,0.5173333,0.75133455
3000,13,Qwen2.5-0.5B,0.14833333,0.39125258
3000,13,Qwen2.5-1.5B,0.32866666,0.58141047
3000,13,Qwen2.5-3B,0.49766666,0.736632
3000,13,Qwen2.5-7B,0.62333333,0.8243437
3000,13,deepseek-v3,0.77433336,0.9172241
3000,13,gemma-2-2b,0.514,0.74845654
3000,13,gemma-2-9b,0.60466665,0.8032534
3000,13,llama3.1-405b,0.689,0.8617176
3000,13,llama3.3-70b,0.71566665,0.88820595
3000,13,mistral-large,0.717,0.88778305
3000,13,qwen2.5-72b,0.64933336,0.81865805
3000,14,Llama-3.1-8B,0.5823333,0.7997213
3000,14,Llama-3.2-1B,0.31433332,0.5688972
3000,14,Llama-3.2-3B,0.506,0.74293
3000,14,Qwen2.5-0.5B,0.16066666,0.38752046
3000,14,Qwen2.5-1.5B,0.33033332,0.5797456
3000,14,Qwen2.5-3B,0.49866667,0.72704256
3000,14,Qwen2.5-7B,0.6113333,0.8149795
3000,14,deepseek-v3,0.77933335,0.9190721
3000,14,gemma-2-2b,0.503,0.74387413
3000,14,gemma-2-9b,0.613,0.80885154
3000,14,llama3.1-405b,0.693,0.86260253
3000,14,llama3.3-70b,0.729,0.89361304
3000,14,mistral-large,0.7183333,0.88983285
3000,14,qwen2.5-72b,0.6393333,0.8072448
3000,15,Llama-3.1-8B,0.585,0.8023421
3000,15,Llama-3.2-1B,0.31233335,0.5739745
3000,15,Llama-3.2-3B,0.52033335,0.7500265
3000,15,Qwen2.5-0.5B,0.161,0.38791898
3000,15,Qwen2.5-1.5B,0.329,0.5766469
3000,15,Qwen2.5-3B,0.5043333,0.7324305
3000,15,Qwen2.5-7B,0.62133336,0.8176769
3000,15,deepseek-v3,0.78,0.9195684
3000,15,gemma-2-2b,0.523,0.7486714
3000,15,gemma-2-9b,0.61266667,0.80522233
3000,15,llama3.1-405b,0.69733334,0.86730224
3000,15,llama3.3-70b,0.722,0.89155215
3000,15,mistral-large,0.7173333,0.8896359
3000,15,qwen2.5-72b,0.6476667,0.81730306
3000,16,Llama-3.1-8B,0.58066666,0.80036485
3000,16,Llama-3.2-1B,0.305,0.5648106
3000,16,Llama-3.2-3B,0.5083333,0.75267804
3000,16,Qwen2.5-0.5B,0.16466667,0.39485514
3000,16,Qwen2.5-1.5B,0.32666665,0.5811034
3000,16,Qwen2.5-3B,0.496,0.73208284
3000,16,Qwen2.5-7B,0.61733335,0.81635284
3000,16,deepseek-v3,0.76066667,0.9118566
3000,16,gemma-2-2b,0.503,0.7398113
3000,16,gemma-2-9b,0.5936667,0.79479986
3000,16,llama3.1-405b,0.68733335,0.8643366
3000,16,llama3.3-70b,0.71533334,0.8865437
3000,16,mistral-large,0.7046667,0.88495606
3000,16,qwen2.5-72b,0.63666666,0.8143244
3000,17,Llama-3.1-8B,0.573,0.79184026
3000,17,Llama-3.2-1B,0.31533334,0.57121027
3000,17,Llama-3.2-3B,0.51666665,0.7523596
3000,17,Qwen2.5-0.5B,0.15666667,0.39760208
3000,17,Qwen2.5-1.5B,0.323,0.5761398
3000,17,Qwen2.5-3B,0.49466667,0.731515
3000,17,Qwen2.5-7B,0.607,0.8126753
3000,17,deepseek-v3,0.7646667,0.9145792
3000,17,gemma-2-2b,0.5083333,0.73863226
3000,17,gemma-2-9b,0.60333335,0.8002144
3000,17,llama3.1-405b,0.68666667,0.8585292
3000,17,llama3.3-70b,0.71433336,0.8862849
3000,17,mistral-large,0.7163333,0.8878065
3000,17,qwen2.5-72b,0.62666667,0.80487055
3000,18,Llama-3.1-8B,0.5883333,0.7983378
3000,18,Llama-3.2-1B,0.31633332,0.57725364
3000,18,Llama-3.2-3B,0.51533335,0.7461878
3000,18,Qwen2.5-0.5B,0.16566667,0.39712778
3000,18,Qwen2.5-1.5B,0.32833335,0.5785474
3000,18,Qwen2.5-3B,0.49366668,0.7318889
3000,18,Qwen2.5-7B,0.6166667,0.81633914
3000,18,deepseek-v3,0.76266664,0.9137315
3000,18,gemma-2-2b,0.50266665,0.7393854
3000,18,gemma-2-9b,0.60466665,0.8013154
3000,18,llama3.1-405b,0.692,0.86219287
3000,18,llama3.3-70b,0.722,0.88993734
3000,18,mistral-large,0.714,0.88825643
3000,18,qwen2.5-72b,0.64266664,0.8110721
3000,19,Llama-3.1-8B,0.58,0.79707545
3000,19,Llama-3.2-1B,0.30266666,0.56166726
3000,19,Llama-3.2-3B,0.5136667,0.7516112
3000,19,Qwen2.5-0.5B,0.155,0.39335164
3000,19,Qwen2.5-1.5B,0.33566666,0.5830481
3000,19,Qwen2.5-3B,0.502,0.7346977
3000,19,Qwen2.5-7B,0.6153333,0.8154818
3000,19,deepseek-v3,0.7683333,0.9161827
3000,19,gemma-2-2b,0.50733334,0.7433059
3000,19,gemma-2-9b,0.606,0.80433124
3000,19,llama3.1-405b,0.68866664,0.86130166
3000,19,llama3.3-70b,0.723,0.8924122
3000,19,mistral-large,0.72466666,0.8909121
3000,19,qwen2.5-72b,0.6486667,0.8159115
3000,20,Llama-3.1-8B,0.5966667,0.8023585
3000,20,Llama-3.2-1B,0.31933334,0.5777031
3000,20,Llama-3.2-3B,0.522,0.75623745
3000,20,Qwen2.5-0.5B,0.15866667,0.3962203
3000,20,Qwen2.5-1.5B,0.335,0.5881253
3000,20,Qwen2.5-3B,0.5046667,0.73765063
3000,20,Qwen2.5-7B,0.623,0.8226866
3000,20,deepseek-v3,0.776,0.919583
3000,20,gemma-2-2b,0.5196667,0.74716854
3000,20,gemma-2-9b,0.612,0.8049635
3000,20,llama3.1-405b,0.70166665,0.8652697
3000,20,llama3.3-70b,0.73466665,0.8955515
3000,20,mistral-large,0.72833335,0.8939728
3000,20,qwen2.5-72b,0.652,0.8172536
3000,21,Llama-3.1-8B,0.57633334,0.79436105
3000,21,Llama-3.2-1B,0.30633333,0.5691049
3000,21,Llama-3.2-3B,0.5046667,0.74864143
3000,21,Qwen2.5-0.5B,0.15933333,0.39031422
3000,21,Qwen2.5-1.5B,0.33166668,0.58209723
3000,21,Qwen2.5-3B,0.494,0.73125684
3000,21,Qwen2.5-7B,0.61433333,0.8163209
3000,21,deepseek-v3,0.7736667,0.9191776
3000,21,gemma-2-2b,0.5086667,0.7422227
3000,21,gemma-2-9b,0.59533334,0.80027866
3000,21,llama3.1-405b,0.691,0.86234516
3000,21,llama3.3-70b,0.72366667,0.89214045
3000,21,mistral-large,0.72,0.891602
3000,21,qwen2.5-72b,0.639,0.81287384
3000,22,Llama-3.1-8B,0.58966666,0.80261785
3000,22,Llama-3.2-1B,0.31733334,0.571658
3000,22,Llama-3.2-3B,0.52433336,0.7535452
3000,22,Qwen2.5-0.5B,0.15633333,0.38802117
3000,22,Qwen2.5-1.5B,0.33433333,0.5753619
3000,22,Qwen2.5-3B,0.501,0.7320354
3000,22,Qwen2.5-7B,0.616,0.8206053
3000,22,deepseek-v3,0.7673333,0.913034
3000,22,gemma-2-2b,0.5143333,0.7437497
3000,22,gemma-2-9b,0.608,0.80021656
3000,22,llama3.1-405b,0.7,0.86720955
3000,22,llama3.3-70b,0.7223333,0.88760895
3000,22,mistral-large,0.72033334,0.8890338
3000,22,qwen2.5-72b,0.644,0.81198764
3000,23,Llama-3.1-8B,0.5923333,0.8019667
3000,23,Llama-3.2-1B,0.31233335,0.5728128
3000,23,Llama-3.2-3B,0.5233333,0.7514541
3000,23,Qwen2.5-0.5B,0.15933333,0.39257812
3000,23,Qwen2.5-1.5B,0.33666667,0.5806225
3000,23,Qwen2.5-3B,0.5043333,0.73914325
3000,23,Qwen2.5-7B,0.6153333,0.8170145
3000,23,deepseek-v3,0.77166665,0.9181978
3000,23,gemma-2-2b,0.5146667,0.7436692
3000,23,gemma-2-9b,0.60933334,0.80858666
3000,23,llama3.1-405b,0.692,0.8634475
3000,23,llama3.3-70b,0.7263333,0.89277476
3000,23,mistral-large,0.717,0.8892774
3000,23,qwen2.5-72b,0.6423333,0.8087662
3000,24,Llama-3.1-8B,0.579,0.79493564
3000,24,Llama-3.2-1B,0.32266667,0.58063275
3000,24,Llama-3.2-3B,0.5226667,0.75726694
3000,24,Qwen2.5-0.5B,0.16133334,0.3946943
3000,24,Qwen2.5-1.5B,0.32833335,0.5773761
3000,24,Qwen2.5-3B,0.49633333,0.730724
3000,24,Qwen2.5-7B,0.62233335,0.81581736
3000,24,deepseek-v3,0.77533334,0.91838914
3000,24,gemma-2-2b,0.50666666,0.7415118
3000,24,gemma-2-9b,0.60733336,0.7985834
3000,24,llama3.1-405b,0.6906667,0.8615419
3000,24,llama3.3-70b,0.721,0.89049274
3000,24,mistral-large,0.7216667,0.88891864
3000,24,qwen2.5-72b,0.64433336,0.8109292
3000,25,Llama-3.1-8B,0.594,0.8081355
3000,25,Llama-3.2-1B,0.324,0.5813567
3000,25,Llama-3.2-3B,0.5283333,0.76322055
3000,25,Qwen2.5-0.5B,0.16266666,0.4016931
3000,25,Qwen2.5-1.5B,0.34066668,0.5871909
3000,25,Qwen2.5-3B,0.49133334,0.7294931
3000,25,Qwen2.5-7B,0.6116667,0.81567276
3000,25,deepseek-v3,0.778,0.9198714
3000,25,gemma-2-2b,0.51033336,0.7471126
3000,25,gemma-2-9b,0.60366666,0.8010791
3000,25,llama3.1-405b,0.70066667,0.86766285
3000,25,llama3.3-70b,0.719,0.88883567
3000,25,mistral-large,0.72033334,0.89014035
3000,25,qwen2.5-72b,0.6476667,0.8145554
3000,26,Llama-3.1-8B,0.589,0.8046048
3000,26,Llama-3.2-1B,0.30533335,0.57103306
3000,26,Llama-3.2-3B,0.522,0.76075983
3000,26,Qwen2.5-0.5B,0.16233334,0.39967147
3000,26,Qwen2.5-1.5B,0.338,0.58806694
3000,26,Qwen2.5-3B,0.495,0.73410606
3000,26,Qwen2.5-7B,0.6203333,0.8202356
3000,26,deepseek-v3,0.76533335,0.91548145
3000,26,gemma-2-2b,0.51633334,0.75097126
3000,26,gemma-2-9b,0.6113333,0.8044869
3000,26,llama3.1-405b,0.703,0.865599
3000,26,llama3.3-70b,0.73233336,0.89267296
3000,26,mistral-large,0.7176667,0.88902444
3000,26,qwen2.5-72b,0.653,0.82125247
3000,27,Llama-3.1-8B,0.58533335,0.7991113
3000,27,Llama-3.2-1B,0.31833333,0.5715794
3000,27,Llama-3.2-3B,0.51133335,0.7472331
3000,27,Qwen2.5-0.5B,0.158,0.38675994
3000,27,Qwen2.5-1.5B,0.32166666,0.5695069
3000,27,Qwen2.5-3B,0.49366668,0.732063
3000,27,Qwen2.5-7B,0.61233336,0.820208
3000,27,deepseek-v3,0.771,0.916788
3000,27,gemma-2-2b,0.50633335,0.74207807
3000,27,gemma-2-9b,0.60833335,0.80441946
3000,27,llama3.1-405b,0.704,0.8680173
3000,27,llama3.3-70b,0.7226667,0.89059854
3000,27,mistral-large,0.716,0.8875777
3000,27,qwen2.5-72b,0.65,0.81602764
3000,28,Llama-3.1-8B,0.5796667,0.7973606
3000,28,Llama-3.2-1B,0.30366668,0.56782335
3000,28,Llama-3.2-3B,0.51033336,0.75359434
3000,28,Qwen2.5-0.5B,0.15933333,0.39597407
